index,id,breed,Breed_1,age,status,size,Size_1,fixed,house_trained,special,current,children,dog,Size_2,status1,dogs
24934,35863369,1,0,1,1,1,1,1,1,0,1,1,1,0,1,12
24935,35734183,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1
24936,35625000,0,0,1,1,1,1,1,0,0,1,1,1,1,1,26
24937,35485009,1,0,1,1,1,1,1,1,0,1,1,1,1,1,27
24938,35484652,1,0,1,1,1,1,1,1,0,1,1,1,0,1,6
24939,35444825,1,0,1,1,1,1,1,0,0,1,1,1,1,1,4
24940,35401180,1,0,0,1,1,1,1,0,0,1,0,1,1,1,13
24941,35378169,0,0,1,1,1,1,1,1,0,1,1,1,0,1,6
24942,35375252,0,0,1,1,1,1,1,1,0,1,1,0,0,1,9
24943,35331303,1,0,1,1,1,1,1,1,0,1,1,1,1,1,14
24944,35178518,1,0,1,1,1,1,0,0,0,0,1,1,1,1,6
24945,35041300,0,0,1,1,1,1,1,1,0,1,1,1,0,1,26
24946,34907654,1,0,1,1,1,1,1,0,0,1,1,1,1,1,17
24947,34823074,0,0,1,1,1,1,1,1,0,1,1,1,1,1,29
24948,34424356,1,0,0,1,1,1,1,1,0,1,0,0,0,1,28
24949,34302798,1,0,1,1,1,1,1,1,0,1,1,0,0,1,12
24950,34302705,1,0,1,1,1,1,1,1,0,1,1,0,0,1,27
24951,34204497,1,0,1,1,1,1,1,0,0,1,1,1,0,1,16
24952,33857512,1,0,1,1,1,1,1,0,0,1,1,1,1,1,9
24953,33628171,1,0,1,1,1,1,1,0,0,1,1,1,1,1,27
24954,33141348,0,0,1,1,1,1,1,1,0,1,1,0,0,1,22
24955,33008465,1,0,1,1,1,1,1,1,0,1,1,1,0,1,30
24956,32971099,1,0,1,1,1,1,1,1,0,1,1,1,1,1,28
24957,32971102,1,0,1,1,1,1,1,0,0,0,1,0,1,1,6
24958,32971106,1,0,1,1,1,1,1,0,0,0,1,1,1,1,16
24959,32861350,1,0,1,1,1,1,1,1,0,1,1,1,1,1,11
24960,32822987,1,0,1,1,1,1,1,1,0,1,1,1,1,1,19
24961,32706108,1,0,1,1,1,1,1,1,0,1,1,1,0,1,29
24962,32706003,1,0,1,1,1,1,1,1,0,1,1,1,1,1,8
24963,32295122,0,0,0,1,1,1,1,1,0,0,0,1,1,1,27
24964,32012617,0,0,1,1,1,1,1,1,1,1,1,1,1,1,6
24965,32008529,1,0,1,1,1,1,1,0,1,1,1,1,1,1,17
24966,31573756,1,0,1,1,1,1,1,1,1,1,1,1,0,1,9
24967,31558163,1,0,1,1,1,1,1,1,0,1,1,1,1,1,25
24968,31054087,1,0,0,1,1,1,1,1,0,1,0,1,1,1,17
24969,30718030,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18
24970,30320939,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18
24971,30320931,1,0,1,1,1,1,1,1,0,1,1,0,1,1,17
